Part,Year,Month,Day,TotalQty
R55082ONZ,2022,April,3,2
R55084ONZ,2022,April,3,2
R55093ONZ,2022,April,3,6
R55094ONZ,2022,April,3,2
R55097ONZ,2022,April,3,2
R55118ONZ,2022,April,3,2
R55133ONZ,2022,April,3,4
R55144ONZ,2022,April,3,2
R55150ONZ,2022,April,3,2
R55151ONZ,2022,April,3,2
R55159ONZ,2022,April,3,8
R55174ONZ,2022,April,3,8
R55178ONZ,2022,April,3,6
R55185ONZ,2022,April,3,12
R5704ONZ,2022,April,3,2
R581999ONZ,2022,April,3,10
R582000ONZ,2022,April,3,8
R582031ONZ,2022,April,3,2
R582034ONZ,2022,April,3,10
R582038ONZ,2022,April,3,2
R582039ONZ,2022,April,3,6
R682151ONZ,2022,April,3,6
R682263ONZ,2022,April,3,2
R981421ONZ,2022,April,3,2
R981835ONZ,2022,April,3,2
R981958ONZ,2022,April,3,8
R982073ONZ,2022,April,3,4
R982129ONZ,2022,April,3,2
R982130ONZ,2022,April,3,2
R982264ONZ,2022,April,3,2
R982285ONZ,2022,April,3,2
R982292ONZ,2022,April,3,2
R982487ONZ,2022,April,3,2
R31043ONZ,2022,April,2,2
R31247ONZ,2022,April,2,2
R31257ONZ,2022,April,2,10
R31267ONZ,2022,April,2,2
R31270ONZ,2022,April,2,6
R31275ONZ,2022,April,2,2
R31299ONZ,2022,April,2,2
R31304ONZ,2022,April,2,2
R31311ONZ,2022,April,2,2
R31312ONZ,2022,April,2,8
R31314ONZ,2022,April,2,4
R31315ONZ,2022,April,2,4
R31316ONZ,2022,April,2,2
R31325ONZ,2022,April,2,4
R31336ONZ,2022,April,2,2
R31337ONZ,2022,April,2,2
R31340ONZ,2022,April,2,2
R31348ONZ,2022,April,2,4
R31349ONZ,2022,April,2,6
R31356ONZ,2022,April,2,2
R31357ONZ,2022,April,2,4
R31363ONZ,2022,April,2,6
R31365ONZ,2022,April,2,2
R31368ONZ,2022,April,2,2
R31369ONZ,2022,April,2,2
R31372ONZ,2022,April,2,8
R31373ONZ,2022,April,2,4
R31375ONZ,2022,April,2,10
R31392ONZ,2022,April,2,4
R31418ONZ,2022,April,2,2
R31420ONZ,2022,April,2,12
R31422ONZ,2022,April,2,2
R31424ONZ,2022,April,2,6
R31434ONZ,2022,April,2,12
R31435ONZ,2022,April,2,6
R31439ONZ,2022,April,2,2
R31443ONZ,2022,April,2,4
R31447ONZ,2022,April,2,2
R31452ONZ,2022,April,2,4
R31453ONZ,2022,April,2,2
R31454ONZ,2022,April,2,2
R31455ONZ,2022,April,2,2
R31463ONZ,2022,April,2,4
R31468ONZ,2022,April,2,2
R31469ONZ,2022,April,2,2
R31498ONZ,2022,April,2,2
R31499ONZ,2022,April,2,2
R31505ONZ,2022,April,2,4
R31509ONZ,2022,April,2,4
R31512ONZ,2022,April,2,2
R31540ONZ,2022,April,2,2
R31542ONZ,2022,April,2,10
R31543ONZ,2022,April,2,6
R31552ONZ,2022,April,2,2
R31553ONZ,2022,April,2,16
R31569ONZ,2022,April,2,2
R31584ONZ,2022,April,2,20
R31598ONZ,2022,April,2,2
R31599ONZ,2022,April,2,2
R31603ONZ,2022,April,2,16
R31605ONZ,2022,April,2,2
R31608ONZ,2022,April,2,2
R31610ONZ,2022,April,2,8
R31612ONZ,2022,April,2,8
R31623ONZ,2022,April,2,2
R31625ONZ,2022,April,2,10
R3264ONZ,2022,April,2,2
R3295ONZ,2022,April,2,2
R34023ONZ,2022,April,2,2
R34055ONZ,2022,April,2,2
R34140ONZ,2022,April,2,2
R34203ONZ,2022,April,2,6
R34284ONZ,2022,April,2,2
R34286ONZ,2022,April,2,4
R34431ONZ,2022,April,2,2
R3464ONZ,2022,April,2,2
R44930ONZ,2022,April,2,2
R5118ONZ,2022,April,2,2
R53005ONZ,2022,April,2,4
R53006ONZ,2022,April,2,4
R53011ONZ,2022,April,2,2
R53012ONZ,2022,April,2,2
R53021ONZ,2022,April,2,2
R53022ONZ,2022,April,2,2
R53026ONZ,2022,April,2,2
R53027ONZ,2022,April,2,2
R53036ONZ,2022,April,2,4
R53038ONZ,2022,April,2,6
R53043ONZ,2022,April,2,2
R53050ONZ,2022,April,2,6
R53051ONZ,2022,April,2,6
R53068ONZ,2022,April,2,12
R53069ONZ,2022,April,2,6
R5362ONZ,2022,April,2,2
R54094ONZ,2022,April,2,2
R54095ONZ,2022,April,2,2
R54142ONZ,2022,April,2,4
R54153ONZ,2022,April,2,2
R54166ONZ,2022,April,2,2
R54176ONZ,2022,April,2,8
R54181ONZ,2022,April,2,2
R54186ONZ,2022,April,2,2
R55036ONZ,2022,April,2,2
R55094ONZ,2022,April,2,2
R55097ONZ,2022,April,2,4
R55098ONZ,2022,April,2,2
R55114ONZ,2022,April,2,2
R55118ONZ,2022,April,2,2
R55133ONZ,2022,April,2,2
R55150ONZ,2022,April,2,6
R55151ONZ,2022,April,2,6
R55159ONZ,2022,April,2,4
R55174ONZ,2022,April,2,4
R55178ONZ,2022,April,2,4
R55185ONZ,2022,April,2,6
R55196ONZ,2022,April,2,2
R55199ONZ,2022,April,2,2
R55202ONZ,2022,April,2,4
R581999ONZ,2022,April,2,12
R582000ONZ,2022,April,2,12
R582033ONZ,2022,April,2,4
R582034ONZ,2022,April,2,4
R582038ONZ,2022,April,2,2
R582039ONZ,2022,April,2,4
R682197ONZ,2022,April,2,2
R682263ONZ,2022,April,2,2
R781767ONZ,2022,April,2,6
R781768ONZ,2022,April,2,6
R981053ONZ,2022,April,2,2
R981421ONZ,2022,April,2,2
R981470ONZ,2022,April,2,2
R981500ONZ,2022,April,2,6
R981787ONZ,2022,April,2,2
R981958ONZ,2022,April,2,8
R982073ONZ,2022,April,2,6
R982097ONZ,2022,April,2,2
R982104ONZ,2022,April,2,4
R982264ONZ,2022,April,2,2
R982285ONZ,2022,April,2,2
R982292ONZ,2022,April,2,2
R982566ONZ,2022,April,2,2
R31142ONZ,2022,April,1,2
R31257ONZ,2022,April,1,6
R31270ONZ,2022,April,1,2
R31275ONZ,2022,April,1,10
R31304ONZ,2022,April,1,2
R31306ONZ,2022,April,1,2
R31311ONZ,2022,April,1,6
R31312ONZ,2022,April,1,2
R31314ONZ,2022,April,1,2
R31316ONZ,2022,April,1,2
R31318ONZ,2022,April,1,4
R31325ONZ,2022,April,1,4
R31336ONZ,2022,April,1,2
R31337ONZ,2022,April,1,6
R31339ONZ,2022,April,1,2
R31347ONZ,2022,April,1,2
R31348ONZ,2022,April,1,2
R31349ONZ,2022,April,1,8
R31363ONZ,2022,April,1,6
R31365ONZ,2022,April,1,4
R31366ONZ,2022,April,1,4
R31368ONZ,2022,April,1,2
R31369ONZ,2022,April,1,2
R31372ONZ,2022,April,1,6
R31373ONZ,2022,April,1,8
R31375ONZ,2022,April,1,6
R31385ONZ,2022,April,1,2
R31387ONZ,2022,April,1,2
R31398ONZ,2022,April,1,4
R31402ONZ,2022,April,1,2
R31420ONZ,2022,April,1,12
R31424ONZ,2022,April,1,4
R31427ONZ,2022,April,1,4
R31430ONZ,2022,April,1,2
R31433ONZ,2022,April,1,2
R31434ONZ,2022,April,1,6
R31435ONZ,2022,April,1,4
R31447ONZ,2022,April,1,2
R31453ONZ,2022,April,1,2
R31455ONZ,2022,April,1,4
R31464ONZ,2022,April,1,2
R31469ONZ,2022,April,1,2
R31479ONZ,2022,April,1,2
R31488ONZ,2022,April,1,2
R31491ONZ,2022,April,1,2
R31493ONZ,2022,April,1,2
R31505ONZ,2022,April,1,2
R31507ONZ,2022,April,1,2
R31508ONZ,2022,April,1,4
R31510ONZ,2022,April,1,2
R31512ONZ,2022,April,1,10
R31533ONZ,2022,April,1,2
R31542ONZ,2022,April,1,4
R31543ONZ,2022,April,1,4
R31547ONZ,2022,April,1,4
R31549ONZ,2022,April,1,2
R31553ONZ,2022,April,1,14
R31568ONZ,2022,April,1,2
R31583ONZ,2022,April,1,4
R31584ONZ,2022,April,1,18
R31601ONZ,2022,April,1,2
R31603ONZ,2022,April,1,24
R31605ONZ,2022,April,1,2
R31608ONZ,2022,April,1,4
R31610ONZ,2022,April,1,2
R31611ONZ,2022,April,1,4
R31612ONZ,2022,April,1,6
R31624ONZ,2022,April,1,2
R31625ONZ,2022,April,1,6
R31636ONZ,2022,April,1,2
R31661ONZ,2022,April,1,2
R3264ONZ,2022,April,1,2
R34143ONZ,2022,April,1,2
R34144ONZ,2022,April,1,4
R34294ONZ,2022,April,1,2
R34303ONZ,2022,April,1,2
R34390ONZ,2022,April,1,2
R34470ONZ,2022,April,1,2
R45967ONZ,2022,April,1,1
R45968ONZ,2022,April,1,1
R5115ONZ,2022,April,1,4
R53000ONZ,2022,April,1,2
R53005ONZ,2022,April,1,6
R53006ONZ,2022,April,1,6
R53026ONZ,2022,April,1,2
R53027ONZ,2022,April,1,2
R53036ONZ,2022,April,1,6
R53038ONZ,2022,April,1,8
R53041ONZ,2022,April,1,2
R53043ONZ,2022,April,1,2
R53051ONZ,2022,April,1,2
R53068ONZ,2022,April,1,2
R53069ONZ,2022,April,1,2
R5360ONZ,2022,April,1,6
R5399ONZ,2022,April,1,2
R54030ONZ,2022,April,1,2
R54048ONZ,2022,April,1,2
R54123ONZ,2022,April,1,4
R54125ONZ,2022,April,1,2
R54142ONZ,2022,April,1,4
R54153ONZ,2022,April,1,2
R54154ONZ,2022,April,1,2
R54166ONZ,2022,April,1,2
R54186ONZ,2022,April,1,6
R54193ONZ,2022,April,1,4
R55055ONZ,2022,April,1,2
R55085ONZ,2022,April,1,2
R55093ONZ,2022,April,1,2
R55094ONZ,2022,April,1,2
R55097ONZ,2022,April,1,8
R55124ONZ,2022,April,1,2
R55125ONZ,2022,April,1,2
R55126ONZ,2022,April,1,6
R55133ONZ,2022,April,1,2
R55147ONZ,2022,April,1,2
R55148ONZ,2022,April,1,2
R55159ONZ,2022,April,1,4
R55162ONZ,2022,April,1,2
R55174ONZ,2022,April,1,4
R55179ONZ,2022,April,1,2
R55185ONZ,2022,April,1,2
R55199ONZ,2022,April,1,2
R55202ONZ,2022,April,1,2
R581999ONZ,2022,April,1,4
R582000ONZ,2022,April,1,2
R582034ONZ,2022,April,1,6
R682151ONZ,2022,April,1,2
R682263ONZ,2022,April,1,2
R980981ONZ,2022,April,1,2
R981064ONZ,2022,April,1,2
R981500ONZ,2022,April,1,4
R981814ONZ,2022,April,1,2
R981958ONZ,2022,April,1,4
R982091ONZ,2022,April,1,4
R982104ONZ,2022,April,1,2
R982125ONZ,2022,April,1,2
R982126ONZ,2022,April,1,2
R982128ONZ,2022,April,1,2
R982285ONZ,2022,April,1,2
R982292ONZ,2022,April,1,2
